"newmoonnumber","date","mintemp","maxtemp","meantemp","precipitation","warm_precip","ndvi","warm_precip_3_month","ndvi_12_month","spectab_controls","source"
393,2009-03-26,6.42363333333333,23.229,14.8713055555556,14,11.4,0.0926623977811251,19.2,1.90598031515407,0,"historic"
394,2009-04-24,7.00944827586207,23.441724137931,15.8422974137931,0.4,0.4,0.0895067841330094,11.8,1.88785386225571,0,"historic"
395,2009-05-24,14.2165666666667,30.891,23.1141486111111,16.8,16.8,0.0923579064299746,28.6,1.87220867483552,0,"historic"
396,2009-06-22,15.7603448275862,31.8655172413793,24.5223563218391,1.2,1.2,0.101821401978765,18.4,1.86775776111529,0,"historic"
397,2009-07-21,20.3027586206897,35.0413793103448,27.2678591954023,36.1,34.7,0.128738048851935,52.7,1.74652602754792,0,"historic"
398,2009-08-20,20.3626666666667,35.7693333333333,27.958625,17.4,8.4,0.131063502409872,44.3,1.58319827802243,0,"historic"
399,2009-09-18,15.5089655172414,35.2210344827586,25.5927853417789,132.63,132.63,0.122203521647628,175.73,1.42780080476482,2,"historic"
400,2009-10-17,13.5355172413793,32.0341379310345,22.3783404131268,92.56,74.78,0.120314764140332,215.81,1.36506228645272,1,"historic"
401,2009-11-16,7.78213333333333,23.259,15.0882638888889,12.8,4.6,0.118674540259657,212.01,1.33579292426204,1,"historic"
402,2009-12-16,1.67003333333333,15.5043333333333,8.08335694444444,24,1.8,0.113808480042882,81.18,1.32076958229862,1,"historic"
403,2010-01-15,-0.264733333333333,12.9659,5.74156111111111,14.6,0.9,0.103738208275989,7.3,1.31535547276944,0,"historic"
404,2010-02-13,1.91586206896552,12.8775862068966,6.82303879310345,80.9,3.8,0.106762520911328,6.5,1.3216520768625,0,"historic"
405,2010-03-15,2.249,16.636,9.17005694444445,11.9,0.6,0.106145467985604,5.3,1.33513514706697,0,"historic"
406,2010-04-14,5.5064,22.641,14.3631083333333,2.2,1.9,0.166712422492285,6.3,1.41234078542625,0,"historic"
407,2010-05-13,8.89689655172414,25.6265517241379,17.7017528735632,10.6,4.1,0.180535840452768,6.6,1.50051871944904,0,"historic"
408,2010-06-12,15.0881,33.0433333333333,25.0151361111111,0,0,0.153218328505426,6,1.55191564597571,0,"historic"
409,2010-07-11,18.9075862068965,34.9434482758621,27.3915804597701,10.2,10.2,0.144745251000287,14.3,1.56792284812406,0,"historic"
410,2010-08-09,19.6258620689655,33.7627586206897,25.839066091954,27.3,27.3,0.143007659784442,37.5,1.57986700549863,0,"historic"
411,2010-09-08,19.0906666666667,33.125,25.5218472222222,39.1,39.1,0.166127265257692,76.6,1.62379074910869,0,"historic"
412,2010-10-07,16.79,31.7475862068966,23.9773994252874,11.4,11.4,0.160101754059977,77.8,1.66357773902834,0,"historic"
413,2010-11-05,10.0032068965517,25.6055172413793,17.3611393678161,14.8,14.8,0.138275790615806,65.3,1.68317898938449,0,"historic"
414,2010-12-05,1.99856666666667,19.1392,10.1351013888889,1.1,0,0.129042640208767,26.2,1.69841314955037,0,"historic"
415,2011-01-04,1.53403333333333,16.8568,8.39521944444444,7.5,2.9,0.114825284448134,17.7,1.70950022572252,0,"historic"
416,2011-02-02,-0.418965517241379,15.6072413793103,6.98895689655172,2.6,0,0.109167710942414,2.9,1.7119054157536,0,"historic"
417,2011-03-04,-0.257333333333333,18.2279333333333,8.94409027777778,1.5,0,0.108217670081119,2.9,1.71397761784912,0,"historic"
418,2011-04-03,7.20686666666667,25.6393333333333,16.8791125,0.4,0.4,0.106980946977891,0.4,1.65424614233472,0,"historic"
419,2011-05-02,10.0660344827586,26.7255172413793,18.9170387931034,0.3,0.3,0.10301933862013,0.7,1.57672964050208,0,"historic"
420,2011-06-01,12.2741333333333,30.0226666666667,22.0674319444444,0,0,0.10520845157179,0.7,1.52871976356845,0,"historic"
421,2011-07-01,18.6343333333333,36.85,28.8372777777778,0.6,0.6,0.104581470198453,0.9,1.48855598276662,0,"historic"
422,2011-07-30,20.2586206896552,34.3824137931034,26.755775862069,86.3,86.3,0.120753565468747,86.9,1.46630188845092,0,"historic"
423,2011-08-28,19.6513793103448,34.2227586206897,26.4203304597701,29.8,25.5,0.276421506553921,112.4,1.57659612974715,0,"historic"
424,2011-09-27,17.3353333333333,32.4333333333333,24.688625,41.3,41.3,0.224972579934172,153.1,1.64146695562134,0,"historic"
425,2011-10-26,11.6818620689655,28.6162068965517,19.7785517241379,4.9,4.9,0.200959122305514,71.7,1.70415028731105,0,"historic"
426,2011-11-24,4.14124137931034,19.6872413793103,11.6880689655172,7.7,6.4,0.143586251144518,52.6,1.7186938982468,0,"historic"
427,2011-12-24,0.0832666666666667,11.7056,5.37657222222222,69.5,5,0.117713008223705,16.3,1.72158162202237,0,"historic"
428,2012-01-23,0.857966666666667,16.813,8.01167638888889,2.9,2.8,0.11215363036966,14.2,1.72456754144962,0,"historic"
429,2012-02-21,1.323,16.9796551724138,8.83186206896552,14.3,0,0.126997875803019,7.8,1.74334774717152,0,"historic"
430,2012-03-22,2.66806666666667,19.5937,11.2393805555556,5.7,0.4,0.192928895683097,3.2,1.82929569587673,0,"historic"
431,2012-04-21,8.0713,26.5013333333333,17.6262833333333,0.7,0,0.168632538107562,0.4,1.89490889536416,0,"historic"
432,2012-05-20,13.0648275862069,30.9055172413793,22.6111063218391,4.3,4.3,0.128454694954955,4.7,1.91815513874732,0,"historic"
433,2012-06-19,16.9913333333333,35.5536666666667,27.2261527777778,0.3,0.3,0.120585032240496,4.6,1.93415870078937,0,"historic"
434,2012-07-18,20.3265517241379,35.651724137931,27.9275431034483,26.6,26.6,0.119888986351943,31.2,1.93329412167256,0,"historic"
435,2012-08-17,20.1136666666667,34.5586666666667,26.7946666666667,15.3,14.3,0.173342949445849,41.2,1.83021556456449,0,"historic"
436,2012-09-15,17.3613793103448,31.4262068965517,23.7013074712644,14.7,13.5,0.166037505751222,54.4,1.77128049038154,0,"historic"
437,2012-10-15,14.0624,30.4913333333333,22.2060819444444,4.3,4.1,0.179185486584431,31.9,1.74950685466046,0,"historic"
438,2012-11-13,9.07413793103448,25.8944827586207,17.0818362068966,0.2,0.2,0.135486201625015,17.8,1.74140680514095,0,"historic"
439,2012-12-13,5.44046666666667,21.0733333333333,12.6074819444444,2.9,2.9,0.116573598888033,7.2,1.74026739580528,0,"historic"
440,2013-01-11,-1.32434482758621,11.4972068965517,4.7199367816092,12.5,0,0.100812771358948,3.1,1.72892653679457,0,"historic"
441,2013-02-10,0.191533333333333,15.0957666666667,7.30429027777778,9,3.3,0.0929048904968536,6.2,1.6948335514884,0,"historic"
442,2013-03-11,0.0498620689655173,16.6120689655172,8.29278879310345,11.4,1.9,0.0945281369761945,5.2,1.5964327927815,0,"historic"
443,2013-04-10,8.2542,25.1643333333333,17.0721583333333,1.4,1.4,0.10180707819231,6.6,1.52960733286625,0,"historic"
444,2013-05-09,10.6528275862069,26.9272413793103,19.3743836206897,0,0,0.109599286094219,3.3,1.51075192400551,0,"historic"
445,2013-06-08,15.43,32.7263333333333,25.0641666666667,0.8,0,0.108775736561245,1.4,1.49894262832626,0,"historic"
446,2013-07-08,20.2843333333333,37.046,29.0011111111111,11.8,11.8,0.11601940742275,11.8,1.49507304939707,0,"historic"
447,2013-08-06,18.8044827586207,31.5810344827586,24.591867816092,65.7,64.6,0.198075064849763,76.4,1.51980516480098,0,"historic"
448,2013-09-05,18.672,32.972,25.4782638888889,46.8,46.8,0.231270996766982,123.2,1.58503865581674,0,"historic"
449,2013-10-04,15.1034482758621,29.2248275862069,21.705933908046,65.3,64.9,0.270106791142051,176.3,1.67595996037436,0,"historic"
450,2013-11-03,8.26256666666667,25.7146666666667,16.7892125,0.8,0.8,0.19299570520537,112.5,1.73346946395472,0,"historic"
451,2013-12-02,4.58579310344828,18.5628965517241,11.2001896551724,21.2,0,0.161073686520262,65.7,1.77796955158695,0,"historic"
452,2014-01-01,0.237766666666667,14.3993333333333,6.57590416666667,15,0,0.151383627334194,0.8,1.82854040756219,0,"historic"
453,2014-01-30,1.18372413793103,17.8889655172414,8.89068103448276,0,0,0.121292600494198,0,1.85692811755954,0,"historic"
454,2014-03-01,4.82943333333333,21.201,12.8990638888889,1.4,1.3,0.121611575036131,1.3,1.88401155561947,0,"historic"
455,2014-03-30,6.56103448275862,21.9934482758621,14.3885373563218,9.3,0,0.132418114941514,1.3,1.91462259236868,0,"historic"
456,2014-04-28,9.50137931034483,25.8196551724138,18.0964367816092,5.8,5.8,0.123198268600406,7.1,1.92822157487486,0,"historic"
457,2014-05-28,12.5357333333333,28.7573333333333,21.2732430555556,0.1,0.1,0.12043117797424,5.9,1.93987701628786,0,"historic"
458,2014-06-27,20.3626666666667,36.5556666666667,29.1495555555556,6.6,6.6,0.122337670807792,12.5,1.9461952796729,0,"historic"
459,2014-07-26,19.4624137931034,35.161724137931,26.7969396551724,56.3,56.3,0.154648698480106,63,1.90276891330324,0,"historic"
460,2014-08-25,17.824,30.7446666666667,23.4991944444444,95.5218142,89.8218142,0.28090417774441,152.7218142,1.95240209428067,0,"historic"
461,2014-09-23,16.8889655172414,29.7048275862069,22.9463793103448,111.1131506,92.7641872,0.331767120321813,238.8860014,2.01406242346043,0,"historic"
462,2014-10-23,12.0283333333333,27.9123333333333,19.39325,36.1154136,36.1154136,0.267711653429891,218.701415,2.08877837168496,0,"historic"
463,2014-11-22,6.09536666666667,22.4486666666667,13.6591416666667,7.86384,7.86384,0.243264871616994,136.7434408,2.17096955678169,0,"historic"
464,2014-12-21,3.13996551724138,18.0293103448276,9.79181896551724,13.3976531,9.0288533,0.165827611698057,53.0081069,2.18541354114555,0,"historic"
465,2015-01-20,-0.797766666666667,13.3321666666667,5.57804722222222,12.523894,0.1456267,0.14603642072937,17.03832,2.21015736138072,0,"historic"
466,2015-02-18,3.8,18.5076896551724,10.7776637931034,33.7853858,33.6397591,0.150633154896728,42.8142391,2.23917894124132,0,"historic"
467,2015-03-20,5.152,19.7383333333333,12.3228097222222,23.5915203,21.5527469,0.153475598808214,55.3381327,2.26023642510802,0,"historic"
468,2015-04-18,8.69037931034483,25.548275862069,17.4044612068966,0,0,0.194198679176888,55.192506,2.3312368356845,0,"historic"
469,2015-05-17,9.68268965517241,25.4234482758621,17.9796637931034,5.8250671,5.8250671,0.160778029400817,27.377814,2.37158368711108,0,"historic"
470,2015-06-16,15.0210666666667,32.554,24.4465305555556,4.2231737,4.2231737,0.161070488061182,10.0482408,2.41031650436447,0,"historic"
471,2015-07-15,19.4868965517241,35.3755172413793,27.1261637931034,55.3381367,55.3381367,0.191803580513663,65.3863775,2.44747138639803,0,"historic"
472,2015-08-14,18.8566666666667,33.4526666666667,25.2416944444444,75.580237,75.143357,0.306671210698492,134.7046674,2.47323841935211,0,"historic"
473,2015-09-12,18.0137931034483,32.6255172413793,24.5236350574713,46.8917845,46.8917845,0.292673641597153,177.3732782,2.43414494062745,0,"historic"
474,2015-10-12,15.1896666666667,30.0466666666667,22.0989305555556,30.1447204,30.1447204,0.252068608769341,152.1798619,2.4185018959669,0,"historic"
475,2015-11-11,8.79566666666667,23.746,15.8614164492754,18.34896,18.34896,0.187691352747174,95.3854649,2.36292837709708,0,"historic"
476,2015-12-11,1.32133333333333,18.2760666666667,9.48515089243831,28.5382144,20.7519207,0.158574605248584,69.2456011,2.35567537064761,0,"historic"
477,2016-01-09,-0.307551724137931,11.3273448275862,5.00874303374628,190.5746671,0,0.129174668732731,39.1008807,2.33881361865097,0,"historic"
478,2016-02-08,-1.0987,15.5973333333333,6.71500892857143,6.8444538,0,0.130384578627996,20.7519207,2.31856504238224,0,"historic"
479,2016-03-08,6.032,24.1548275862069,14.8750747126437,0,0,0.130692413121896,0,2.29578185669592,0,"historic"
480,2016-04-07,6.4752,23.915,15.5014777777778,0,0,0.132614921043121,0,2.23419809856215,0,"historic"
481,2016-05-06,9.61193103448276,25.9251724137931,18.2091968390805,3.6406671,3.4950404,0.133263296134437,3.4950404,2.20668336529577,1,"historic"
482,2016-06-04,13.3644827586207,30.3037931034483,22.7370833333333,2.1844003,2.1844003,0.134343606350879,5.6794407,2.17995648358547,1,"historic"
483,2016-07-04,19.3723333333333,35.2593333333333,27.3998611111111,35.0960268,35.0960268,0.159053288356963,40.7754675,2.14720619142877,1,"historic"
484,2016-08-02,19.9296551724138,34.7472413793103,27.1393103448276,104.9968311,104.1230711,0.238367894477065,141.4034982,2.07890287520734,1,"historic"
485,2016-09-01,17.3316666666667,32.104,24.1674583333333,39.6104542,38.2998142,0.24696856728529,177.5189121,2.03319780089548,0,"historic"
486,2016-09-30,14.9862068965517,29.9296551724138,22.0348994252874,68.444531,67.2795176,0.280493041837999,209.7024029,2.06162223396414,1,"historic"
487,2016-10-30,12.3884333333333,29.4716666666667,20.5846986111111,4.951306,4.514426,0.245926648261786,110.0937578,2.11985752947875,1,"historic"
488,2016-11-29,6.1318,20.883,13.2572777777778,5.6726667,3.6406667,0.181299430902658,75.4346103,2.14258235513282,1,"historic"
489,2016-12-28,2.08427586206897,15.5744482758621,8.32403591954023,26.924,11.43,0.155720937413796,19.5850927,2.16912862381389,1,"historic"
490,2017-01-27,1.89906666666667,13.9531333333333,7.55748888888889,44.196,9.652,0.137762163946458,24.7226667,2.17650620913235,1,"historic"
491,2017-02-26,3.22006666666667,19.0753333333333,10.5668402777778,19.05,8.636,0.137515738101439,29.718,2.18332953411189,1,"historic"
492,2017-03-27,8.15079310344828,25.1262068965517,16.7191451149425,0.762,0.762,0.187704196184624,19.05,2.23841880925339,0,"historic"
493,2017-04-26,9.42453333333333,27.1643333333333,18.9714527777778,0.508,0,0.161897870704106,9.398,2.26705338382306,0,"historic"
494,2017-05-25,11.7475862068966,28.9137931034483,21.2836379310345,0.1456267,0.1456267,0.144183126517014,0.9076267,2.2768929039892,0,"historic"
495,2017-06-24,18.4626666666667,36.3653333333333,28.0530972222222,0,0,0.14283207376068,0.1456267,2.26067168939291,1,"historic"
496,2017-07-23,20.1548275862069,34.7534482758621,27.287025862069,53.9360522,48.1109852,0.137041226168627,48.2566119,2.15934502108448,0,"historic"
497,2017-08-21,18.4313793103448,32.0396551724138,24.6419827586207,75.182,74.674,0.248187334473565,122.7849852,2.16056378827275,0,"historic"
498,2017-09-20,16.995,32.9316666666667,24.88775,12.446,4.572,0.244050953440086,127.3569852,2.12412169987484,0,"historic"
499,2017-10-19,13.7027586206897,29.9051724137931,21.6153591954023,4.572,4.572,0.200410952637623,83.818,2.07860600425068,1,"historic"
500,2017-11-18,9.32176666666667,26.2213333333333,17.2683222222222,3.302,3.302,0.154369186081601,12.446,2.05167575942962,1,"historic"
501,2017-12-18,3.91596666666667,18.511,10.6596722222222,15.494,0,0.155035857836151,7.874,2.05099067985197,1,"historic"
502,2018-01-17,2.6722,17.5267,9.37766805555555,1.016,1.016,0.130082801646267,4.318,2.04331131755178,1,"historic"
503,2018-02-15,2.75979310344828,19.1510344827586,10.5719813218391,8.128,8.128,0.137207661954424,9.144,2.04300324140477,1,"historic"
504,2018-03-16,3.63289655172414,18.8171724137931,11.1408994252874,11.938,2.032,0.130915133333731,11.176,1.98621417855387,1,"historic"
505,2018-04-15,8.76873333333333,25.751,17.5854833333333,1.016,1.016,0.120513420036276,11.176,1.94482972788604,1,"historic"
506,2018-05-14,13.0204827586207,29.9634482758621,22.2140344827586,0.508,0.508,0.116352278480735,3.556,1.91699887984976,1,"historic"
507,2018-06-13,16.0993333333333,35.1243333333333,26.6023194444444,1.778,1.778,0.118709639340732,3.302,1.89287644542982,1,"historic"
508,2018-07-12,19.3837931034483,35.1375862068966,27.7197844827586,38.1,38.1,0.113919276855494,40.386,1.86975449611668,1,"historic"
509,2018-08-11,20.816,35.777,27.9241111111111,14.986,14.986,0.13723096079207,54.864,1.75879812243519,0,"historic"
510,2018-09-09,18.25,32.6862068965517,24.9176436781609,41.908,41.908,0.16189216775518,94.994,1.67663933675028,1,"historic"
511,2018-10-09,16.1532,31.381,23.7177347222222,29.714,29.714,0.174317472045503,86.608,1.65054585615816,0,"historic"
512,2018-11-07,9.11020689655172,20.8579310344828,14.6400675287356,53.594,45.72,0.185033321658577,117.342,1.68120999173514,0,"historic"
513,2018-12-07,2.32243333333333,17.2046666666667,9.32087638888889,41.148,35.56,0.156950262183696,110.994,1.68312439608268,0,"historic"
514,2019-01-05,0.537344827586207,12.2154137931034,5.99308189655172,22.352,1.524,0.0469460000640846,82.804,1.5999875945005,0,"historic"
515,2019-02-04,2.50916666666667,15.7916666666667,8.47698888888889,5.842,0,0.250298914594914,37.084,1.71307884714099,0,"historic"
516,2019-03-06,1.2836,16.8564666666667,8.93747916666667,9.144,1.016,0.278635094567379,2.54,1.86079880837464,0,"historic"
517,2019-04-04,4.68858620689655,20.8272413793103,13.107683908046,21.082,2.032,0.267752673116304,3.048,2.00803806145467,0,"historic"
518,2019-05-04,9.83533333333333,26.6493333333333,18.8530694444444,6.096,6.096,0.182333193735986,9.144,2.07401897670992,0,"historic"
519,2019-06-02,11.6538965517241,27.7437931034483,20.4673692528736,6.604,6.604,0.159012162590449,14.732,2.11432149995964,0,"historic"
520,2019-07-02,17.6736666666667,35.501,27.3467777777778,8.636,8.636,0.157273157866764,21.336,2.15767538097091,0,"historic"
521,2019-07-31,20.1537931034483,36.6196551724138,28.2153448275862,38.608,38.608,0.173473597742126,53.848,2.19391801792096,0,"historic"
522,2019-08-30,20.3633333333333,35.922,27.6673611111111,34.032,34.032,0.190906386421406,81.276,2.22293223658719,0,"historic"
523,2019-09-28,17.6065517241379,30.9137931034483,23.9887931034483,59.182,58.42,0.183275553454192,131.06,2.23189031799588,0,"historic"
524,2019-10-28,10.7713666666667,26.9686666666667,18.6318013888889,3.302,3.302,0.198666295161422,95.754,2.24552329149872,0,"historic"
525,2019-11-26,5.41027586206897,20.1810344827586,12.299400862069,18.034,17.78,0.119717863420635,79.502,2.20829089273566,0,"historic"
526,2019-12-26,2.2161,13.9407333333333,7.44316805555556,90.678,17.272,0.100325326058375,38.354,2.26167021872995,0,"historic"
527,2020-01-24,0.300034482758621,14.1488965517241,6.59015804597701,14.478,3.81,0.246840440308809,38.862,2.25821174444385,0,"historic"
528,2020-02-23,2.19593333333333,16.6999,8.90230833333333,13.462,2.286,0.312608333585597,23.368,2.29218498346206,0,"historic"
529,2020-03-23,4.68955172413793,18.6441379310345,11.5896451149425,50.292,49.784,0.389717477883228,55.88,2.41414978822899,0,"historic"
530,2020-04-22,6.46283333333333,23.667,15.5750708333333,0.254,0.254,0.305135502607744,52.324,2.53695209710075,0,"historic"
531,2020-05-21,13.8768965517241,32.5944827586207,23.97875,0,0,0.231902704306,50.038,2.6098426388163,0,"historic"
532,2020-06-20,17.209,35.267,27.0118888888889,0.254,0.254,0.229797989675938,0.508,2.68236747062547,0,"historic"
533,2020-07-20,20.5413333333333,37.588,29.2115694444444,11.938,11.938,0.230308802640305,12.192,2.73920267552365,0,"historic"
534,2020-08-18,20.9168965517241,36.2444827586207,28.356566091954,43.176,43.176,0.256012139469024,55.368,2.80430842857127,0,"historic"
535,2020-09-17,18.0753333333333,34.19,25.9182777777778,13.208,9.906,0.226574222110713,65.02,2.84760709722779,0,"historic"
536,2020-10-16,14.6306896551724,33.151724137931,23.7836637931034,0,0,0.21484987827989,53.082,2.86379068034626,0,"historic"
537,2020-11-15,7.96333333333333,24.6916666666667,15.9684208333333,0.762,0.254,0.199440114905385,10.16,2.94351293183101,0,"historic"
538,2020-12-14,3.13862068965517,18.724724137931,10.3071954022989,0.254,0.254,0.173681430089816,0.508,3.01686903586245,0,"historic"
539,2021-01-13,-1.41203333333333,14.7142,6.07099861111111,0.508,0,0.16588958743339,0.508,2.93591818298703,0,"historic"
540,2021-02-11,2.41658620689655,16.6074482758621,9.16080459770115,0.508,0.254,0.151363873888208,0.508,2.77467372328964,0,"historic"
541,2021-03-13,1.77873333333333,18.8253333333333,10.3623541666667,0,0,0.146969206829757,0.254,2.53192545223617,0,"historic"
542,2021-04-11,7.08606896551724,23.8044827586207,15.7219899425287,0,0,0.143060798483206,0.254,2.36985074811163,0,"historic"
543,2021-05-11,10.9391,27.281,19.7656416666667,0,0,0.141211084768613,0,2.27915912857424,0,"historic"
544,2021-06-09,15.5603103448276,33.1034482758621,25.2793692528736,0,0,0.229554477745009,0,2.27891561664332,0,"historic"
545,2021-07-08,20.6279310344828,36.0448275862069,28.3678304597701,23.3002666666667,23.3002666666667,0.143842723361065,23.3002666666667,2.19244953736408,0,"historic"
546,2021-08-07,19.2426666666667,33.733,25.8504583333333,114.89944,114.89944,0.199888050532117,138.199706666667,2.13632544842717,0,"historic"
547,2021-09-05,17.9989655172414,31.4444827586207,23.829367816092,85.5119466666667,80.12376,0.366767407882306,218.323466666667,2.27651863419876,0,"historic"
548,2021-10-05,15.5506666666667,31.1653333333333,22.8919583333333,60.45,56.894,0.312195712189145,251.9172,2.37386446810802,0,"historic"
549,2021-11-04,8.74233333333333,26.5643333333333,17.5030555555556,0,0,0.233515210471207,137.01776,2.40793956367384,0,"historic"
550,2021-12-04,6.7398,22.3766666666667,13.8202986111111,1.016,0,0.181965305510295,56.894,2.41622343909432,0,"historic"
551,2022-01-02,2.35144827586207,16.6523103448276,9.18087931034483,30.226,23.876,0.17381617312694,23.876,2.42415002478787,0,"historic"
552,2022-01-31,0.636379310344828,15.4318965517241,7.36420977011494,4.318,3.302,0.152866632115,27.178,2.42565278301466,0,"historic"
553,2022-03-02,0.381733333333333,17.1979333333333,8.63758472222222,8.382,0,0.148178833663292,27.178,2.4268624098482,0,"historic"
554,2022-04-01,4.8436,21.7793333333333,13.5149180555556,5.588,5.588,0.141346361905906,8.89,2.4251479732709,0,"historic"
555,2022-04-30,9.96131034482759,28.798275862069,20.2459899425287,0,0,0.135273489146216,5.588,2.4192103776485,0,"historic"
556,2022-05-29,14.728275862069,33.1586206896552,24.7853304597701,0,0,0.135751650959153,5.588,2.32540755086264,0,"historic"
557,2022-06-28,18.884,35.0653333333333,27.2849583333333,84.332,84.332,0.145706985824878,84.332,2.32727181332646,0,"historic"
558,2022-07-28,20.5426666666667,35.9603333333333,27.6172361111111,73.406,73.406,0.216123830213634,157.738,2.34350759300797,0,"historic"
559,2022-08-26,18.3627586206897,31.3313793103448,24.0055316091954,117.652186666667,101.908186666667,0.31230908537758,259.646186666667,2.28904927050325,0,"historic"
560,2022-09-25,15.951,31.4646666666667,23.1387361111111,42.37736,42.37736,0.365150670494495,217.691546666667,2.3420042288086,0,"historic"
561,2022-10-24,11.7125862068966,25.1362068965517,17.9211867816092,48.258,45.464,0.268917309545849,189.749546666667,2.37740632788324,0,"historic"
562,2022-11-23,2.4749,19.6836666666667,10.643075,0.762,0,0.225967139500967,87.84136,2.42140816187391,0,"historic"
563,2022-12-22,1.39961538461538,15.5728461538462,7.58476282051282,24.892,13.716,0.170084213687066,59.18,2.41767620243404,0,"historic"
