time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tasmax[unit="F"]
2023-04-30T00:00:00Z,31.9555,-109.0744,81.38929748535156
2023-05-01T00:00:00Z,31.9555,-109.0744,80.48930358886719
2023-05-02T00:00:00Z,31.9555,-109.0744,86.789306640625
2023-05-03T00:00:00Z,31.9555,-109.0744,89.6693115234375
2023-05-04T00:00:00Z,31.9555,-109.0744,91.64932250976562
2023-05-05T00:00:00Z,31.9555,-109.0744,91.28929901123047
2023-05-06T00:00:00Z,31.9555,-109.0744,87.86930847167969
2023-05-07T00:00:00Z,31.9555,-109.0744,87.14932250976562
2023-05-08T00:00:00Z,31.9555,-109.0744,87.50934600830078
2023-05-09T00:00:00Z,31.9555,-109.0744,85.7093505859375
2023-05-10T00:00:00Z,31.9555,-109.0744,83.18930053710938
2023-05-11T00:00:00Z,31.9555,-109.0744,81.92933654785156
2023-05-12T00:00:00Z,31.9555,-109.0744,87.14932250976562
2023-05-13T00:00:00Z,31.9555,-109.0744,90.38929748535156
2023-05-14T00:00:00Z,31.9555,-109.0744,90.92933654785156
2023-05-15T00:00:00Z,31.9555,-109.0744,90.74932098388672
2023-05-16T00:00:00Z,31.9555,-109.0744,91.10934448242188
2023-05-17T00:00:00Z,31.9555,-109.0744,89.6693115234375
2023-05-18T00:00:00Z,31.9555,-109.0744,85.7093505859375
2023-05-19T00:00:00Z,31.9555,-109.0744,81.5693130493164
2023-05-20T00:00:00Z,31.9555,-109.0744,82.64932250976562
2023-05-21T00:00:00Z,31.9555,-109.0744,83.90934753417969
2023-05-22T00:00:00Z,31.9555,-109.0744,85.52933502197266
2023-05-23T00:00:00Z,31.9555,-109.0744,83.00934600830078
2023-05-24T00:00:00Z,31.9555,-109.0744,81.2093505859375
2023-05-25T00:00:00Z,31.9555,-109.0744,82.82933044433594
2023-05-26T00:00:00Z,31.9555,-109.0744,87.86930847167969
2023-05-27T00:00:00Z,31.9555,-109.0744,91.82933044433594
2023-05-28T00:00:00Z,31.9555,-109.0744,93.80934143066406
2023-05-29T00:00:00Z,31.9555,-109.0744,95.06930541992188
2023-05-30T00:00:00Z,31.9555,-109.0744,97.58930206298828
2023-05-31T00:00:00Z,31.9555,-109.0744,90.9358139038086
2023-06-01T00:00:00Z,31.9555,-109.0744,89.13581848144531
2023-06-02T00:00:00Z,31.9555,-109.0744,93.27578735351562
2023-06-03T00:00:00Z,31.9555,-109.0744,94.35580444335938
2023-06-04T00:00:00Z,31.9555,-109.0744,92.91582489013672
2023-06-05T00:00:00Z,31.9555,-109.0744,94.53581237792969
2023-06-06T00:00:00Z,31.9555,-109.0744,95.7957763671875
2023-06-07T00:00:00Z,31.9555,-109.0744,93.81582641601562
2023-06-08T00:00:00Z,31.9555,-109.0744,93.09577941894531
2023-06-09T00:00:00Z,31.9555,-109.0744,95.7957763671875
2023-06-10T00:00:00Z,31.9555,-109.0744,97.77579498291016
2023-06-11T00:00:00Z,31.9555,-109.0744,94.53581237792969
2023-06-12T00:00:00Z,31.9555,-109.0744,94.35580444335938
2023-06-13T00:00:00Z,31.9555,-109.0744,96.15579986572266
2023-06-14T00:00:00Z,31.9555,-109.0744,98.67578887939453
2023-06-15T00:00:00Z,31.9555,-109.0744,98.85580444335938
2023-06-16T00:00:00Z,31.9555,-109.0744,100.65579986572266
2023-06-17T00:00:00Z,31.9555,-109.0744,103.17578887939453
2023-06-18T00:00:00Z,31.9555,-109.0744,102.45580291748047
2023-06-19T00:00:00Z,31.9555,-109.0744,102.81582641601562
2023-06-20T00:00:00Z,31.9555,-109.0744,99.57579040527344
2023-06-21T00:00:00Z,31.9555,-109.0744,96.51582336425781
2023-06-22T00:00:00Z,31.9555,-109.0744,100.29578399658203
2023-06-23T00:00:00Z,31.9555,-109.0744,99.39578247070312
2023-06-24T00:00:00Z,31.9555,-109.0744,95.7957763671875
2023-06-25T00:00:00Z,31.9555,-109.0744,96.6957778930664
2023-06-26T00:00:00Z,31.9555,-109.0744,94.89578247070312
2023-06-27T00:00:00Z,31.9555,-109.0744,97.59577941894531
2023-06-28T00:00:00Z,31.9555,-109.0744,100.65579986572266
2023-06-29T00:00:00Z,31.9555,-109.0744,98.49578094482422
2023-06-30T00:00:00Z,31.9555,-109.0744,101.4363784790039
2023-07-01T00:00:00Z,31.9555,-109.0744,101.076416015625
2023-07-02T00:00:00Z,31.9555,-109.0744,97.65642547607422
2023-07-03T00:00:00Z,31.9555,-109.0744,101.076416015625
2023-07-04T00:00:00Z,31.9555,-109.0744,101.25642395019531
2023-07-05T00:00:00Z,31.9555,-109.0744,101.4363784790039
2023-07-06T00:00:00Z,31.9555,-109.0744,102.69640350341797
2023-07-07T00:00:00Z,31.9555,-109.0744,100.53638458251953
2023-07-08T00:00:00Z,31.9555,-109.0744,97.29640197753906
2023-07-09T00:00:00Z,31.9555,-109.0744,99.27641296386719
2023-07-10T00:00:00Z,31.9555,-109.0744,101.076416015625
2023-07-11T00:00:00Z,31.9555,-109.0744,101.25642395019531
2023-07-12T00:00:00Z,31.9555,-109.0744,99.27641296386719
2023-07-13T00:00:00Z,31.9555,-109.0744,98.55642700195312
2023-07-14T00:00:00Z,31.9555,-109.0744,97.29640197753906
2023-07-15T00:00:00Z,31.9555,-109.0744,96.03638458251953
2023-07-16T00:00:00Z,31.9555,-109.0744,94.77641296386719
2023-07-17T00:00:00Z,31.9555,-109.0744,92.97640991210938
2023-07-18T00:00:00Z,31.9555,-109.0744,90.63638305664062
2023-07-19T00:00:00Z,31.9555,-109.0744,87.03638458251953
2023-07-20T00:00:00Z,31.9555,-109.0744,90.4564208984375
2023-07-21T00:00:00Z,31.9555,-109.0744,89.73638153076172
2023-07-22T00:00:00Z,31.9555,-109.0744,92.61639404296875
2023-07-23T00:00:00Z,31.9555,-109.0744,93.87641906738281
2023-07-24T00:00:00Z,31.9555,-109.0744,96.21639251708984
2023-07-25T00:00:00Z,31.9555,-109.0744,91.89640808105469
2023-07-26T00:00:00Z,31.9555,-109.0744,89.55642700195312
2023-07-27T00:00:00Z,31.9555,-109.0744,89.37641906738281
2023-07-28T00:00:00Z,31.9555,-109.0744,90.81639099121094
2023-07-29T00:00:00Z,31.9555,-109.0744,92.43638610839844
2023-07-30T00:00:00Z,31.9555,-109.0744,92.25642395019531
2023-07-31T00:00:00Z,31.9555,-109.0744,86.494873046875
2023-08-01T00:00:00Z,31.9555,-109.0744,90.454833984375
2023-08-02T00:00:00Z,31.9555,-109.0744,89.19486999511719
2023-08-03T00:00:00Z,31.9555,-109.0744,83.61485290527344
2023-08-04T00:00:00Z,31.9555,-109.0744,90.09486389160156
2023-08-05T00:00:00Z,31.9555,-109.0744,92.07482147216797
2023-08-06T00:00:00Z,31.9555,-109.0744,92.79486083984375
2023-08-07T00:00:00Z,31.9555,-109.0744,94.59486389160156
2023-08-08T00:00:00Z,31.9555,-109.0744,93.69486999511719
2023-08-09T00:00:00Z,31.9555,-109.0744,92.97482299804688
2023-08-10T00:00:00Z,31.9555,-109.0744,90.99486541748047
2023-08-11T00:00:00Z,31.9555,-109.0744,92.25483703613281
2023-08-12T00:00:00Z,31.9555,-109.0744,89.19486999511719
2023-08-13T00:00:00Z,31.9555,-109.0744,91.71485900878906
2023-08-14T00:00:00Z,31.9555,-109.0744,89.19486999511719
2023-08-15T00:00:00Z,31.9555,-109.0744,84.33484649658203
2023-08-16T00:00:00Z,31.9555,-109.0744,88.47482299804688
2023-08-17T00:00:00Z,31.9555,-109.0744,92.97482299804688
2023-08-18T00:00:00Z,31.9555,-109.0744,93.15483093261719
2023-08-19T00:00:00Z,31.9555,-109.0744,92.61485290527344
2023-08-20T00:00:00Z,31.9555,-109.0744,91.17481994628906
2023-08-21T00:00:00Z,31.9555,-109.0744,91.17481994628906
2023-08-22T00:00:00Z,31.9555,-109.0744,93.51485443115234
2023-08-23T00:00:00Z,31.9555,-109.0744,88.65483093261719
2023-08-24T00:00:00Z,31.9555,-109.0744,89.01486206054688
2023-08-25T00:00:00Z,31.9555,-109.0744,90.09486389160156
2023-08-26T00:00:00Z,31.9555,-109.0744,92.97482299804688
2023-08-27T00:00:00Z,31.9555,-109.0744,95.67481994628906
2023-08-28T00:00:00Z,31.9555,-109.0744,92.61485290527344
2023-08-29T00:00:00Z,31.9555,-109.0744,89.37482452392578
2023-08-30T00:00:00Z,31.9555,-109.0744,90.454833984375
2023-08-31T00:00:00Z,31.9555,-109.0744,92.1300277709961
2023-09-01T00:00:00Z,31.9555,-109.0744,92.489990234375
2023-09-02T00:00:00Z,31.9555,-109.0744,84.57000732421875
2023-09-03T00:00:00Z,31.9555,-109.0744,84.38999938964844
2023-09-04T00:00:00Z,31.9555,-109.0744,90.87001037597656
2023-09-05T00:00:00Z,31.9555,-109.0744,93.57000732421875
2023-09-06T00:00:00Z,31.9555,-109.0744,92.30998229980469
2023-09-07T00:00:00Z,31.9555,-109.0744,93.93002319335938
2023-09-08T00:00:00Z,31.9555,-109.0744,92.489990234375
2023-09-09T00:00:00Z,31.9555,-109.0744,92.85002136230469
2023-09-10T00:00:00Z,31.9555,-109.0744,91.23002624511719
2023-09-11T00:00:00Z,31.9555,-109.0744,90.87001037597656
2023-09-12T00:00:00Z,31.9555,-109.0744,88.70999145507812
2023-09-13T00:00:00Z,31.9555,-109.0744,86.55001831054688
2023-09-14T00:00:00Z,31.9555,-109.0744,86.19000244140625
2023-09-15T00:00:00Z,31.9555,-109.0744,89.25001525878906
2023-09-16T00:00:00Z,31.9555,-109.0744,89.4300308227539
2023-09-17T00:00:00Z,31.9555,-109.0744,89.4300308227539
2023-09-18T00:00:00Z,31.9555,-109.0744,89.4300308227539
2023-09-19T00:00:00Z,31.9555,-109.0744,89.25001525878906
2023-09-20T00:00:00Z,31.9555,-109.0744,86.73002624511719
2023-09-21T00:00:00Z,31.9555,-109.0744,85.6500244140625
2023-09-22T00:00:00Z,31.9555,-109.0744,87.80998229980469
2023-09-23T00:00:00Z,31.9555,-109.0744,87.98999786376953
2023-09-24T00:00:00Z,31.9555,-109.0744,88.530029296875
2023-09-25T00:00:00Z,31.9555,-109.0744,89.78999328613281
2023-09-26T00:00:00Z,31.9555,-109.0744,91.23002624511719
2023-09-27T00:00:00Z,31.9555,-109.0744,92.85002136230469
2023-09-28T00:00:00Z,31.9555,-109.0744,92.67000579833984
2023-09-29T00:00:00Z,31.9555,-109.0744,91.40998840332031
2023-09-30T00:00:00Z,31.9555,-109.0744,95.74645233154297
2023-10-01T00:00:00Z,31.9555,-109.0744,94.66644287109375
2023-10-02T00:00:00Z,31.9555,-109.0744,92.50642395019531
2023-10-03T00:00:00Z,31.9555,-109.0744,95.38642883300781
2023-10-04T00:00:00Z,31.9555,-109.0744,95.92646789550781
2023-10-05T00:00:00Z,31.9555,-109.0744,93.58642578125
2023-10-06T00:00:00Z,31.9555,-109.0744,86.38642883300781
2023-10-07T00:00:00Z,31.9555,-109.0744,86.56644439697266
2023-10-08T00:00:00Z,31.9555,-109.0744,87.46644592285156
2023-10-09T00:00:00Z,31.9555,-109.0744,88.54645538330078
2023-10-10T00:00:00Z,31.9555,-109.0744,84.22647094726562
2023-10-11T00:00:00Z,31.9555,-109.0744,85.66644287109375
2023-10-12T00:00:00Z,31.9555,-109.0744,83.14645385742188
2023-10-13T00:00:00Z,31.9555,-109.0744,81.7064208984375
2023-10-14T00:00:00Z,31.9555,-109.0744,71.44645690917969
2023-10-15T00:00:00Z,31.9555,-109.0744,68.56644439697266
2023-10-16T00:00:00Z,31.9555,-109.0744,68.56644439697266
2023-10-17T00:00:00Z,31.9555,-109.0744,72.16644287109375
2023-10-18T00:00:00Z,31.9555,-109.0744,70.00642395019531
2023-10-19T00:00:00Z,31.9555,-109.0744,72.16644287109375
2023-10-20T00:00:00Z,31.9555,-109.0744,74.14645385742188
2023-10-21T00:00:00Z,31.9555,-109.0744,77.7464599609375
2023-10-22T00:00:00Z,31.9555,-109.0744,78.64645385742188
2023-10-23T00:00:00Z,31.9555,-109.0744,77.0264663696289
2023-10-24T00:00:00Z,31.9555,-109.0744,80.62646484375
2023-10-25T00:00:00Z,31.9555,-109.0744,74.86643981933594
2023-10-26T00:00:00Z,31.9555,-109.0744,68.7464599609375
2023-10-27T00:00:00Z,31.9555,-109.0744,64.6064224243164
2023-10-28T00:00:00Z,31.9555,-109.0744,61.00642395019531
2023-10-29T00:00:00Z,31.9555,-109.0744,68.38642883300781
2023-10-30T00:00:00Z,31.9555,-109.0744,76.84645080566406
2023-10-31T00:00:00Z,31.9555,-109.0744,76.48725891113281
2023-11-01T00:00:00Z,31.9555,-109.0744,73.96720886230469
2023-11-02T00:00:00Z,31.9555,-109.0744,66.22723388671875
2023-11-03T00:00:00Z,31.9555,-109.0744,64.60724639892578
2023-11-04T00:00:00Z,31.9555,-109.0744,69.10724639892578
2023-11-05T00:00:00Z,31.9555,-109.0744,72.52723693847656
2023-11-06T00:00:00Z,31.9555,-109.0744,71.8072509765625
2023-11-07T00:00:00Z,31.9555,-109.0744,72.88725280761719
2023-11-08T00:00:00Z,31.9555,-109.0744,77.38725280761719
2023-11-09T00:00:00Z,31.9555,-109.0744,79.54722595214844
2023-11-10T00:00:00Z,31.9555,-109.0744,73.96720886230469
2023-11-11T00:00:00Z,31.9555,-109.0744,69.64722442626953
2023-11-12T00:00:00Z,31.9555,-109.0744,66.40724182128906
2023-11-13T00:00:00Z,31.9555,-109.0744,70.00724792480469
2023-11-14T00:00:00Z,31.9555,-109.0744,65.50724792480469
2023-11-15T00:00:00Z,31.9555,-109.0744,65.86721801757812
2023-11-16T00:00:00Z,31.9555,-109.0744,61.00724792480469
2023-11-17T00:00:00Z,31.9555,-109.0744,63.707244873046875
2023-11-18T00:00:00Z,31.9555,-109.0744,69.64722442626953
2023-11-19T00:00:00Z,31.9555,-109.0744,72.88725280761719
2023-11-20T00:00:00Z,31.9555,-109.0744,71.8072509765625
2023-11-21T00:00:00Z,31.9555,-109.0744,63.347225189208984
2023-11-22T00:00:00Z,31.9555,-109.0744,54.707244873046875
2023-11-23T00:00:00Z,31.9555,-109.0744,62.447227478027344
2023-11-24T00:00:00Z,31.9555,-109.0744,62.2672119140625
2023-11-25T00:00:00Z,31.9555,-109.0744,60.28725814819336
2023-11-26T00:00:00Z,31.9555,-109.0744,56.32723617553711
2023-11-27T00:00:00Z,31.9555,-109.0744,56.32723617553711
2023-11-28T00:00:00Z,31.9555,-109.0744,65.687255859375
2023-11-29T00:00:00Z,31.9555,-109.0744,72.1672134399414
